time	V(n001)
1.18000000e-02	-5.35826795e-01
1.20000000e-02	-5.87785252e-01
1.22000000e-02	-6.37423990e-01
1.24000000e-02	-6.84547106e-01
1.26000000e-02	-7.28968627e-01
1.28000000e-02	-7.70513243e-01
1.30000000e-02	-8.09016994e-01
1.32000000e-02	-8.44327926e-01
1.34000000e-02	-8.76306680e-01
1.36000000e-02	-9.04827052e-01
1.38000000e-02	-9.29776486e-01
1.40000000e-02	-9.51056516e-01
1.42000000e-02	-9.68583161e-01
1.44000000e-02	-9.82287251e-01
1.46000000e-02	-9.92114701e-01
1.48000000e-02	-9.98026728e-01
1.50000000e-02	-4.00000000e-02
1.52000000e-02	-3.99210691e-02
1.54000000e-02	-3.96845881e-02
1.56000000e-02	-3.92914900e-02
1.58000000e-02	-3.87433264e-02
1.60000000e-02	-3.80422607e-02
1.62000000e-02	-3.71910594e-02
1.64000000e-02	-3.61930821e-02
1.66000000e-02	-3.50522672e-02
1.68000000e-02	-3.37731170e-02
1.70000000e-02	-3.23606798e-02
1.72000000e-02	-3.08205297e-02
1.74000000e-02	-2.91587451e-02
1.76000000e-02	-2.73818842e-02
1.78000000e-02	-2.54969596e-02
1.80000000e-02	-2.35114101e-02
1.82000000e-02	-2.14330718e-02
1.84000000e-02	-1.92701470e-02
1.86000000e-02	-1.70311717e-02
1.88000000e-02	-1.47249821e-02
1.90000000e-02	-1.23606798e-02
1.92000000e-02	-9.94759549e-03
1.94000000e-02	-7.49525258e-03
1.96000000e-02	-5.01332934e-03
1.98000000e-02	-2.51162078e-03
2.00000000e-02	-4.53243112e-17
2.02000000e-02	2.51162078e-03
2.04000000e-02	5.01332934e-03
2.06000000e-02	7.49525258e-03
2.08000000e-02	9.94759549e-03
2.10000000e-02	1.23606798e-02
2.12000000e-02	1.47249821e-02
2.14000000e-02	1.70311717e-02
2.16000000e-02	1.92701470e-02
2.18000000e-02	2.14330718e-02
2.20000000e-02	2.35114101e-02
2.22000000e-02	2.54969596e-02
2.24000000e-02	2.73818842e-02
2.26000000e-02	2.91587451e-02
2.28000000e-02	3.08205297e-02
2.30000000e-02	3.23606798e-02
2.32000000e-02	3.37731170e-02
2.34000000e-02	3.50522672e-02
2.36000000e-02	3.61930821e-02
2.38000000e-02	3.71910594e-02
2.40000000e-02	3.80422607e-02
2.42000000e-02	3.87433264e-02
2.44000000e-02	3.92914900e-02
2.46000000e-02	3.96845881e-02
2.48000000e-02	3.99210691e-02
2.50000000e-02	4.00000000e-02
2.52000000e-02	3.99210691e-02
2.54000000e-02	3.96845881e-02
2.56000000e-02	3.92914900e-02
2.58000000e-02	3.87433264e-02
2.60000000e-02	3.80422607e-02
2.62000000e-02	3.71910594e-02
2.64000000e-02	3.61930821e-02
2.66000000e-02	3.50522672e-02
2.68000000e-02	3.37731170e-02
2.70000000e-02	3.23606798e-02
2.72000000e-02	3.08205297e-02
2.74000000e-02	2.91587451e-02
2.76000000e-02	2.73818842e-02
2.78000000e-02	2.54969596e-02
2.80000000e-02	2.35114101e-02
2.82000000e-02	2.14330718e-02
2.84000000e-02	1.92701470e-02
2.86000000e-02	1.70311717e-02
2.88000000e-02	1.47249821e-02
2.90000000e-02	1.23606798e-02
2.92000000e-02	9.94759549e-03
2.94000000e-02	7.49525258e-03
2.96000000e-02	5.01332934e-03
2.98000000e-02	2.51162078e-03
3.00000000e-02	1.46957616e-17
3.02000000e-02	-2.51162078e-03
3.04000000e-02	-5.01332934e-03
3.06000000e-02	-7.49525258e-03
3.08000000e-02	-9.94759549e-03
3.10000000e-02	-1.23606798e-02
3.12000000e-02	-1.47249821e-02
3.14000000e-02	-1.70311717e-02
3.16000000e-02	-1.92701470e-02
3.18000000e-02	-2.14330718e-02
3.20000000e-02	-2.35114101e-02
3.22000000e-02	-2.54969596e-02
3.24000000e-02	-2.73818842e-02
3.26000000e-02	-2.91587451e-02
3.28000000e-02	-3.08205297e-02
3.30000000e-02	-3.23606798e-02
3.32000000e-02	-3.37731170e-02
3.34000000e-02	-3.50522672e-02
3.36000000e-02	-3.61930821e-02
3.38000000e-02	-3.71910594e-02
3.40000000e-02	-3.80422607e-02
3.42000000e-02	-3.87433264e-02
3.44000000e-02	-3.92914900e-02
3.46000000e-02	-3.96845881e-02
3.48000000e-02	-3.99210691e-02
3.50000000e-02	-4.00000000e-02
3.52000000e-02	-3.99210691e-02
3.54000000e-02	-3.96845881e-02
3.56000000e-02	-3.92914900e-02
3.58000000e-02	-3.87433264e-02
3.60000000e-02	-3.80422607e-02
3.62000000e-02	-3.71910594e-02
3.64000000e-02	-3.61930821e-02
3.66000000e-02	-3.50522672e-02
3.68000000e-02	-3.37731170e-02
3.70000000e-02	-3.23606798e-02
3.72000000e-02	-3.08205297e-02
3.74000000e-02	-2.91587451e-02
3.76000000e-02	-2.73818842e-02
3.78000000e-02	-2.54969596e-02
3.80000000e-02	-2.35114101e-02
3.82000000e-02	-2.14330718e-02
3.84000000e-02	-1.92701470e-02
3.86000000e-02	-1.70311717e-02
3.88000000e-02	-1.47249821e-02
3.90000000e-02	-1.23606798e-02
3.92000000e-02	-9.94759549e-03
3.94000000e-02	-7.49525258e-03
3.96000000e-02	-5.01332934e-03
3.98000000e-02	-2.51162078e-03
4.00000000e-02	-9.06486224e-17
4.02000000e-02	2.51162078e-03
4.04000000e-02	5.01332934e-03
4.06000000e-02	7.49525258e-03
4.08000000e-02	9.94759549e-03
4.10000000e-02	1.23606798e-02
4.12000000e-02	1.47249821e-02
4.14000000e-02	1.70311717e-02
4.16000000e-02	1.92701470e-02
4.18000000e-02	2.14330718e-02
4.20000000e-02	2.35114101e-02
4.22000000e-02	2.54969596e-02
4.24000000e-02	2.73818842e-02
4.26000000e-02	2.91587451e-02
4.28000000e-02	3.08205297e-02
4.30000000e-02	3.23606798e-02
4.32000000e-02	3.37731170e-02
4.34000000e-02	3.50522672e-02
4.36000000e-02	3.61930821e-02
4.38000000e-02	3.71910594e-02
4.40000000e-02	3.80422607e-02
4.42000000e-02	3.87433264e-02
4.44000000e-02	3.92914900e-02
4.46000000e-02	3.96845881e-02
4.48000000e-02	3.99210691e-02
4.50000000e-02	1.00000000e+00
4.52000000e-02	9.98026728e-01
4.54000000e-02	9.92114701e-01
4.56000000e-02	9.82287251e-01
4.58000000e-02	9.68583161e-01
4.60000000e-02	9.51056516e-01
4.62000000e-02	9.29776486e-01
4.64000000e-02	9.04827052e-01
4.66000000e-02	8.76306680e-01
4.68000000e-02	8.44327926e-01
4.70000000e-02	8.09016994e-01
4.72000000e-02	7.70513243e-01
4.74000000e-02	7.28968627e-01
4.76000000e-02	6.84547106e-01
4.78000000e-02	6.37423990e-01
4.80000000e-02	5.87785252e-01
4.82000000e-02	5.35826795e-01
4.84000000e-02	4.81753674e-01
4.86000000e-02	4.25779292e-01
4.88000000e-02	3.68124553e-01
4.90000000e-02	3.09016994e-01
4.92000000e-02	2.48689887e-01
4.94000000e-02	1.87381315e-01
4.96000000e-02	1.25333234e-01
4.98000000e-02	6.27905195e-02
5.00000000e-02	6.12323400e-16
5.02000000e-02	-6.27905195e-02
5.04000000e-02	-1.25333234e-01
5.06000000e-02	-1.87381315e-01
5.08000000e-02	-2.48689887e-01
5.10000000e-02	-3.09016994e-01
5.12000000e-02	-3.68124553e-01
5.14000000e-02	-4.25779292e-01
5.16000000e-02	-4.81753674e-01
5.18000000e-02	-5.35826795e-01
5.20000000e-02	-5.87785252e-01
5.22000000e-02	-6.37423990e-01
5.24000000e-02	-6.84547106e-01
5.26000000e-02	-7.28968627e-01
5.28000000e-02	-7.70513243e-01
5.30000000e-02	-8.09016994e-01
5.32000000e-02	-8.44327926e-01
5.34000000e-02	-8.76306680e-01
5.36000000e-02	-9.04827052e-01
5.38000000e-02	-9.29776486e-01
5.40000000e-02	-9.51056516e-01
5.42000000e-02	-9.68583161e-01
5.44000000e-02	-9.82287251e-01
5.46000000e-02	-9.92114701e-01
5.48000000e-02	-9.98026728e-01
5.50000000e-02	-1.00000000e+00
5.52000000e-02	-9.98026728e-01
5.54000000e-02	-9.92114701e-01
5.56000000e-02	-9.82287251e-01
5.58000000e-02	-9.68583161e-01
5.60000000e-02	-9.51056516e-01
5.62000000e-02	-9.29776486e-01
5.64000000e-02	-9.04827052e-01
5.66000000e-02	-8.76306680e-01
5.68000000e-02	-8.44327926e-01
5.70000000e-02	-8.09016994e-01
5.72000000e-02	-7.70513243e-01
5.74000000e-02	-7.28968627e-01
5.76000000e-02	-6.84547106e-01
5.78000000e-02	-6.37423990e-01
5.80000000e-02	-5.87785252e-01
5.82000000e-02	-5.35826795e-01
5.84000000e-02	-4.81753674e-01
5.86000000e-02	-4.25779292e-01
5.88000000e-02	-3.68124553e-01
5.90000000e-02	-3.09016994e-01
5.92000000e-02	-2.48689887e-01
5.94000000e-02	-1.87381315e-01
5.96000000e-02	-1.25333234e-01
5.98000000e-02	-6.27905195e-02
